Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,tkr
1962-01-02 00:00:00-05:00,0.0,0.09483635713581974,0.09413730353116989,0.09413730353116989,902400,0.0,0.0,XOM
1962-01-03 00:00:00-05:00,0.0,0.09553536772727966,0.0941372611474539,0.09553536772727966,1200000,0.0,0.0,XOM
1962-01-04 00:00:00-05:00,0.0,0.09623433740386395,0.09530228557213662,0.09576833993196487,1088000,0.0,0.0,XOM
1962-01-05 00:00:00-05:00,0.0,0.09623433219448631,0.09343817685066642,0.09367123246192932,1222400,0.0,0.0,XOM
1962-01-08 00:00:00-05:00,0.0,0.09437030534560273,0.09227320135498258,0.09343825280666351,1388800,0.0,0.0,XOM
1962-01-09 00:00:00-05:00,0.0,0.09413728073239326,0.09297222959878354,0.09320522844791412,1065600,0.0,0.0,XOM
1962-01-10 00:00:00-05:00,0.0,0.09320519963636936,0.09250614641711179,0.09273920208215714,828800,0.0,0.0,XOM
1962-01-11 00:00:00-05:00,0.0,0.09367123246192932,0.09297217940399283,0.09367123246192932,617600,0.0,0.0,XOM
1962-01-12 00:00:00-05:00,0.0,0.09506935626268387,0.0939043048442025,0.09506935626268387,1398400,0.0,0.0,XOM
1962-01-15 00:00:00-05:00,0.0,0.09506935626268387,0.09413730375030462,0.09506935626268387,966400,0.0,0.0,XOM
1962-01-16 00:00:00-05:00,0.0,0.09506929911963179,0.09437024593353271,0.09437024593353271,569600,0.0,0.0,XOM
1962-01-17 00:00:00-05:00,0.0,0.0950693830735263,0.093205277523065,0.09390433132648468,832000,0.0,0.0,XOM
1962-01-18 00:00:00-05:00,0.0,0.09437030243672964,0.09343824992652004,0.09413730353116989,844800,0.0,0.0,XOM
1962-01-19 00:00:00-05:00,0.0,0.09483630955219269,0.09413725629828919,0.09483630955219269,720000,0.0,0.0,XOM
1962-01-22 00:00:00-05:00,0.0,0.09506935626268387,0.09460335845047961,0.09506935626268387,745600,0.0,0.0,XOM
1962-01-23 00:00:00-05:00,0.0,0.09483630035357761,0.09413724716747854,0.09437024593353271,908800,0.0,0.0,XOM
1962-01-24 00:00:00-05:00,0.0,0.09460330158752343,0.09367124963537019,0.09437024593353271,841600,0.0,0.0,XOM
1962-01-25 00:00:00-05:00,0.0,0.09506932756848188,0.09437027417319582,0.09460332989692688,1078400,0.0,0.0,XOM
1962-01-26 00:00:00-05:00,0.0,0.09506935626268387,0.09437030265640675,0.09506935626268387,832000,0.0,0.0,XOM
1962-01-29 00:00:00-05:00,0.0,0.09670045660387802,0.09506935058267364,0.09646745771169662,1462400,0.0,0.0,XOM
1962-01-30 00:00:00-05:00,0.0,0.09739955514669418,0.09670050125936543,0.09739955514669418,1843200,0.0,0.0,XOM
1962-01-31 00:00:00-05:00,0.0,0.09879752993583679,0.09763247894631673,0.09879752993583679,1718400,0.0,0.0,XOM
1962-02-01 00:00:00-05:00,0.0,0.10066161304712296,0.09879750910180586,0.10066161304712296,2371200,0.0,0.0,XOM
1962-02-02 00:00:00-05:00,0.0,0.10275878757238388,0.10042868445640941,0.10275878757238388,2310400,0.0,0.0,XOM
1962-02-05 00:00:00-05:00,0.0,0.10438988649379588,0.10299183610081215,0.10369083285331726,1977600,0.0,0.0,XOM
1962-02-06 00:00:00-05:00,0.0,0.10345772201478518,0.10205967313421703,0.10229267179965973,1446400,0.0,0.0,XOM
1962-02-07 00:00:00-05:00,0.0,0.10318799316883087,0.10153885607073403,0.10318799316883087,1126400,0.01875,0.0,XOM
1962-02-08 00:00:00-05:00,0.0,0.10365914233009517,0.10295236107136282,0.10318799316883087,684800,0.0,0.0,XOM
1962-02-09 00:00:00-05:00,0.0,0.10248123335081905,0.10201002657413483,0.10201002657413483,563200,0.0,0.0,XOM
